Date,Price
2020-01-01,7199.8
2020-01-02,6967.0
2020-01-03,7343.1
2020-01-04,7376.8
2020-01-05,7372.5
2020-01-06,7759.1
2020-01-07,8155.7
2020-01-08,8059.6
2020-01-09,7842.4
2020-01-10,8187.1
2020-01-11,8024.1
2020-01-12,8187.6
2020-01-13,8111.4
2020-01-14,8829.2
2020-01-15,8818.3
2020-01-16,8726.9
2020-01-17,8913.1
2020-01-18,8916.3
2020-01-19,8706.2
2020-01-20,8641.9
2020-01-21,8732.6
2020-01-22,8678.5
2020-01-23,8405.1
2020-01-24,8439.9
2020-01-25,8341.6
2020-01-26,8607.8
2020-01-27,8866.6
2020-01-28,9377.3
2020-01-29,9298.9
2020-01-30,9507.3
2020-01-31,9349.1
2020-02-01,9381.6
2020-02-02,9334.9
2020-02-03,9296.6
2020-02-04,9193.9
2020-02-05,9611.8
2020-02-06,9772.0
2020-02-07,9818.6
2020-02-08,9895.5
2020-02-09,10151.5
2020-02-10,9854.1
2020-02-11,10229.5
2020-02-12,10317.7
2020-02-13,10235.1
2020-02-14,10333.0
2020-02-15,9907.7
2020-02-16,9932.3
2020-02-17,9701.4
2020-02-18,10158.4
2020-02-19,9609.4
2020-02-20,9602.4
2020-02-21,9684.5
2020-02-22,9655.7
2020-02-23,9942.7
2020-02-24,9662.7
2020-02-25,9317.2
2020-02-26,8800.3
2020-02-27,8818.6
2020-02-28,8697.5
2020-02-29,8543.7
2020-03-01,8540.0
2020-03-02,8904.8
2020-03-03,8761.4
2020-03-04,8757.9
2020-03-05,9060.3
2020-03-06,9134.8
2020-03-07,8887.8
2020-03-08,8034.1
2020-03-09,7933.0
2020-03-10,7891.2
2020-03-11,7935.1
2020-03-12,4826.0
2020-03-13,5584.3
2020-03-14,5182.7
2020-03-15,5366.3
2020-03-16,5030.0
2020-03-17,5261.1
2020-03-18,5361.4
2020-03-19,6172.0
2020-03-20,6205.3
2020-03-21,6186.2
2020-03-22,5822.1
2020-03-23,6468.9
2020-03-24,6744.6
2020-03-25,6678.9
2020-03-26,6725.1
2020-03-27,6373.4
2020-03-28,6233.7
2020-03-29,5890.4
2020-03-30,6391.0
2020-03-31,6412.5
2020-04-01,6638.5
2020-04-02,6800.5
2020-04-03,6735.9
2020-04-04,6857.4
2020-04-05,6772.7
2020-04-06,7332.3
2020-04-07,7185.2
2020-04-08,7361.2
2020-04-09,7289.0
2020-04-10,6863.1
2020-04-11,6867.8
2020-04-12,6917.6
2020-04-13,6841.3
2020-04-14,6850.9
2020-04-15,6629.1
2020-04-16,7085.6
2020-04-17,7035.8
2020-04-18,7230.8
2020-04-19,7122.9
2020-04-20,6833.5
2020-04-21,6842.5
2020-04-22,7112.9
2020-04-23,7488.5
2020-04-24,7503.8
2020-04-25,7540.4
2020-04-26,7678.9
2020-04-27,7766.0
2020-04-28,7746.9
2020-04-29,8770.9
2020-04-30,8629.0
2020-05-01,8821.6
2020-05-02,8966.3
2020-05-03,8885.5
2020-05-04,8874.7
2020-05-05,9001.0
2020-05-06,9151.4
2020-05-07,9979.8
2020-05-08,9806.2
2020-05-09,9554.6
2020-05-10,8738.8
2020-05-11,8579.8
2020-05-12,8813.8
2020-05-13,9298.7
2020-05-14,9778.4
2020-05-15,9318.0
2020-05-16,9379.5
2020-05-17,9677.7
2020-05-18,9730.7
2020-05-19,9773.3
2020-05-20,9512.3
2020-05-21,9059.0
2020-05-22,9169.7
2020-05-23,9177.0
2020-05-24,8728.2
2020-05-25,8898.2
2020-05-26,8842.5
2020-05-27,9199.1
2020-05-28,9572.2
2020-05-29,9424.8
2020-05-30,9692.5
2020-05-31,9454.8
2020-06-01,10189.3
2020-06-02,9527.6
2020-06-03,9667.2
2020-06-04,9794.4
2020-06-05,9631.2
2020-06-06,9669.6
2020-06-07,9742.6
2020-06-08,9777.9
2020-06-09,9768.8
2020-06-10,9878.8
2020-06-11,9283.2
2020-06-12,9466.6
2020-06-13,9471.3
2020-06-14,9345.3
2020-06-15,9425.4
2020-06-16,9523.5
2020-06-17,9464.6
2020-06-18,9388.1
2020-06-19,9314.0
2020-06-20,9358.8
2020-06-21,9296.4
2020-06-22,9683.7
2020-06-23,9624.6
2020-06-24,9302.0
2020-06-25,9247.5
2020-06-26,9160.0
2020-06-27,9008.3
2020-06-28,9124.0
2020-06-29,9185.4
2020-06-30,9135.4
2020-07-01,9229.9
2020-07-02,9085.1
2020-07-03,9067.1
2020-07-04,9134.4
2020-07-05,9081.0
2020-07-06,9339.0
2020-07-07,9256.0
2020-07-08,9429.9
2020-07-09,9235.7
2020-07-10,9285.1
2020-07-11,9233.3
2020-07-12,9300.8
2020-07-13,9243.6
2020-07-14,9253.4
2020-07-15,9198.7
2020-07-16,9135.3
2020-07-17,9155.8
2020-07-18,9170.2
2020-07-19,9208.0
2020-07-20,9162.4
2020-07-21,9387.3
2020-07-22,9513.7
2020-07-23,9599.6
2020-07-24,9546.4
2020-07-25,9704.1
2020-07-26,9932.5
2020-07-27,11022.8
2020-07-28,10908.5
2020-07-29,11105.9
2020-07-30,11096.2
2020-07-31,11333.4
2020-08-01,11803.1
2020-08-02,11066.8
2020-08-03,11224.4
2020-08-04,11184.7
2020-08-05,11735.1
2020-08-06,11757.1
2020-08-07,11592.0
2020-08-08,11764.3
2020-08-09,11681.2
2020-08-10,11889.2
2020-08-11,11390.4
2020-08-12,11557.2
2020-08-13,11770.9
2020-08-14,11750.8
2020-08-15,11845.3
2020-08-16,11899.0
2020-08-17,12282.6
2020-08-18,11947.6
2020-08-19,11750.2
2020-08-20,11856.9
2020-08-21,11529.2
2020-08-22,11661.3
2020-08-23,11641.6
2020-08-24,11753.5
2020-08-25,11324.8
2020-08-26,11462.3
2020-08-27,11327.4
2020-08-28,11527.4
2020-08-29,11468.1
2020-08-30,11702.0
2020-08-31,11644.2
2020-09-01,11914.9
2020-09-02,11413.3
2020-09-03,10168.8
2020-09-04,10472.5
2020-09-05,10092.2
2020-09-06,10296.4
2020-09-07,10376.9
2020-09-08,10126.6
2020-09-09,10224.6
2020-09-10,10339.7
2020-09-11,10390.2
2020-09-12,10441.9
2020-09-13,10326.0
2020-09-14,10675.3
2020-09-15,10785.3
2020-09-16,10949.5
2020-09-17,10941.3
2020-09-18,10933.0
2020-09-19,11081.8
2020-09-20,10921.5
2020-09-21,10416.8
2020-09-22,10531.5
2020-09-23,10237.3
2020-09-24,10739.4
2020-09-25,10688.8
2020-09-26,10727.9
2020-09-27,10776.2
2020-09-28,10693.2
2020-09-29,10840.9
2020-09-30,10776.1
2020-10-01,10620.5
2020-10-02,10572.3
2020-10-03,10544.2
2020-10-04,10672.9
2020-10-05,10789.5
2020-10-06,10602.6
2020-10-07,10670.9
2020-10-08,10924.1
2020-10-09,11054.2
2020-10-10,11298.4
2020-10-11,11371.0
2020-10-12,11533.9
2020-10-13,11423.8
2020-10-14,11420.4
2020-10-15,11503.0
2020-10-16,11322.0
2020-10-17,11362.1
2020-10-18,11506.9
2020-10-19,11753.4
2020-10-20,11913.5
2020-10-21,12808.7
2020-10-22,12974.6
2020-10-23,12934.1
2020-10-24,13117.2
2020-10-25,13032.2
2020-10-26,13061.6
2020-10-27,13657.8
2020-10-28,13278.9
2020-10-29,13457.2
2020-10-30,13559.9
2020-10-31,13797.3
2020-11-01,13759.4
2020-11-02,13561.4
2020-11-03,14019.9
2020-11-04,14145.6
2020-11-05,15587.1
2020-11-06,15577.9
2020-11-07,14828.4
2020-11-08,15483.7
2020-11-09,15327.2
2020-11-10,15303.6
2020-11-11,15695.8
2020-11-12,16294.7
2020-11-13,16324.2
2020-11-14,16071.0
2020-11-15,15953.0
2020-11-16,16715.8
2020-11-17,17662.3
2020-11-18,17774.6
2020-11-19,17803.5
2020-11-20,18675.2
2020-11-21,18687.2
2020-11-22,18412.9
2020-11-23,18379.6
2020-11-24,19152.6
2020-11-25,18723.0
2020-11-26,17162.0
2020-11-27,17127.1
2020-11-28,17730.7
2020-11-29,18185.5
2020-11-30,19698.1
2020-12-01,18770.7
2020-12-02,19218.8
2020-12-03,19433.3
2020-12-04,18658.1
2020-12-05,19146.5
2020-12-06,19379.9
2020-12-07,19170.7
2020-12-08,18326.6
2020-12-09,18546.0
2020-12-10,18247.2
2020-12-11,18023.6
2020-12-12,18808.9
2020-12-13,19176.8
2020-12-14,19273.8
2020-12-15,19434.9
2020-12-16,21352.2
2020-12-17,22825.4
2020-12-18,23127.9
2020-12-19,23844.0
2020-12-20,23474.9
2020-12-21,22728.5
2020-12-22,23823.2
2020-12-23,23257.9
2020-12-24,23736.5
2020-12-25,24689.6
2020-12-26,26454.4
2020-12-27,26261.3
2020-12-28,27057.8
2020-12-29,27376.0
2020-12-30,28868.7
2020-12-31,28949.4
2021-01-01,29359.9
2021-01-02,32193.3
2021-01-03,32958.9
2021-01-04,32022.6
2021-01-05,33991.5
2021-01-06,36793.2
2021-01-07,39460.2
2021-01-08,40599.3
2021-01-09,40151.9
2021-01-10,38192.2
2021-01-11,35544.3
2021-01-12,34076.1
2021-01-13,37382.2
2021-01-14,39175.7
2021-01-15,36845.8
2021-01-16,36019.5
2021-01-17,35839.6
2021-01-18,36613.2
2021-01-19,36002.9
2021-01-20,35476.3
2021-01-21,30842.1
2021-01-22,33000.5
2021-01-23,32088.9
2021-01-24,32241.3
2021-01-25,32252.3
2021-01-26,32502.1
2021-01-27,30404.0
2021-01-28,33374.8
2021-01-29,34301.8
2021-01-30,34283.1
2021-01-31,33108.1
2021-02-01,33515.7
2021-02-02,35485.2
2021-02-03,37646.8
2021-02-04,36982.1
2021-02-05,38297.6
2021-02-06,39256.6
2021-02-07,38852.9
2021-02-08,46395.7
2021-02-09,46508.6
2021-02-10,44836.0
2021-02-11,47990.7
2021-02-12,47371.7
2021-02-13,47168.7
2021-02-14,48643.4
2021-02-15,47936.3
2021-02-16,49169.7
2021-02-17,52079.2
2021-02-18,51582.2
2021-02-19,55906.6
2021-02-20,55923.7
2021-02-21,57433.8
2021-02-22,54111.8
2021-02-23,48911.2
2021-02-24,49697.5
2021-02-25,46928.5
2021-02-26,46345.6
2021-02-27,46136.7
2021-02-28,45164.0
2021-03-01,49595.5
2021-03-02,48424.2
2021-03-03,50395.1
2021-03-04,48428.0
2021-03-05,48792.5
2021-03-06,48855.6
2021-03-07,50982.3
2021-03-08,52311.0
2021-03-09,54879.0
2021-03-10,55851.9
2021-03-11,57799.5
2021-03-12,57265.1
2021-03-13,61195.3
2021-03-14,59113.7
2021-03-15,55791.3
2021-03-16,56889.7
2021-03-17,58913.5
2021-03-18,57656.0
2021-03-19,58088.0
2021-03-20,58093.4
2021-03-21,57383.8
2021-03-22,54158.3
2021-03-23,54452.5
2021-03-24,52325.4
2021-03-25,51322.3
2021-03-26,55036.1
2021-03-27,55862.9
2021-03-28,55765.2
2021-03-29,57616.2
2021-03-30,58771.3
2021-03-31,58763.7
2021-04-01,58718.3
2021-04-02,58977.3
2021-04-03,57059.9
2021-04-04,58199.9
2021-04-05,58993.4
2021-04-06,57996.3
2021-04-07,55948.7
2021-04-08,58077.4
2021-04-09,58118.7
2021-04-10,59748.4
2021-04-11,59978.7
2021-04-12,59863.8
2021-04-13,63540.9
2021-04-14,62980.4
2021-04-15,63216.0
2021-04-16,61379.7
2021-04-17,60041.9
2021-04-18,56207.1
2021-04-19,55646.1
2021-04-20,56483.2
2021-04-21,53820.2
2021-04-22,51729.5
2021-04-23,51143.6
2021-04-24,50088.9
2021-04-25,48963.6
2021-04-26,54020.5
2021-04-27,55036.5
2021-04-28,54841.4
2021-04-29,53560.8
2021-04-30,57720.3
2021-05-01,57807.1
2021-05-02,56603.8
2021-05-03,57169.8
2021-05-04,53741.5
2021-05-05,57441.3
2021-05-06,56405.4
2021-05-07,57337.2
2021-05-08,58840.1
2021-05-09,58238.3
2021-05-10,55848.9
2021-05-11,56695.7
2021-05-12,49384.2
2021-05-13,49704.6
2021-05-14,49839.8
2021-05-15,46708.8
2021-05-16,46426.4
2021-05-17,43541.3
2021-05-18,42897.3
2021-05-19,36720.5
2021-05-20,40717.2
2021-05-21,37297.4
2021-05-22,37448.3
2021-05-23,34679.7
2021-05-24,38750.6
2021-05-25,38378.3
2021-05-26,39249.2
2021-05-27,38417.3
2021-05-28,35662.5
2021-05-29,34584.6
2021-05-30,35652.8
2021-05-31,37298.6
2021-06-01,36687.6
2021-06-02,37555.8
2021-06-03,39187.3
2021-06-04,36851.3
2021-06-05,35520.0
2021-06-06,35815.4
2021-06-07,33578.0
2021-06-08,33382.9
2021-06-09,37332.2
2021-06-10,36649.4
2021-06-11,37314.6
2021-06-12,35467.5
2021-06-13,39022.9
2021-06-14,40529.4
2021-06-15,40156.1
2021-06-16,38336.0
2021-06-17,38052.0
2021-06-18,35749.4
2021-06-19,35513.4
2021-06-20,35595.8
2021-06-21,31692.0
2021-06-22,32496.4
2021-06-23,33674.3
2021-06-24,34665.8
2021-06-25,31594.0
2021-06-26,32243.4
2021-06-27,34678.5
2021-06-28,34475.9
2021-06-29,35834.7
2021-06-30,35026.9
2021-07-01,33543.6
2021-07-02,33813.4
2021-07-03,34742.8
2021-07-04,35298.2
2021-07-05,33687.8
2021-07-06,34225.6
2021-07-07,33867.8
2021-07-08,32866.3
2021-07-09,33797.4
2021-07-10,33510.6
2021-07-11,34227.7
2021-07-12,33113.0
2021-07-13,32728.1
2021-07-14,32820.7
2021-07-15,31840.5
2021-07-16,31394.0
2021-07-17,31518.6
2021-07-18,31785.4
2021-07-19,30837.2
2021-07-20,29793.8
2021-07-21,32131.4
2021-07-22,32298.9
2021-07-23,33603.3
2021-07-24,33824.8
2021-07-25,35391.1
2021-07-26,37276.6
2021-07-27,39452.0
2021-07-28,40003.2
2021-07-29,40001.4
2021-07-30,42203.4
2021-07-31,41553.7
2021-08-01,39878.3
2021-08-02,39168.4
2021-08-03,38130.3
2021-08-04,39736.9
2021-08-05,40867.2
2021-08-06,42795.4
2021-08-07,44614.2
2021-08-08,43792.8
2021-08-09,46284.3
2021-08-10,45593.8
2021-08-11,45564.3
2021-08-12,44403.4
2021-08-13,47809.1
2021-08-14,47081.5
2021-08-15,46991.3
2021-08-16,45996.3
2021-08-17,44691.6
2021-08-18,44723.8
2021-08-19,46755.9
2021-08-20,49324.0
2021-08-21,48875.8
2021-08-22,49254.5
2021-08-23,49539.7
2021-08-24,47714.7
2021-08-25,48994.5
2021-08-26,46831.6
2021-08-27,49064.3
2021-08-28,48897.1
2021-08-29,48777.4
2021-08-30,46992.7
2021-08-31,47130.4
2021-09-01,48819.4
2021-09-02,49274.3
2021-09-03,49999.0
2021-09-04,49918.4
2021-09-05,51768.6
2021-09-06,52672.1
2021-09-07,46779.6
2021-09-08,46061.4
